"Date","Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday"
2016-04-28,"Witchcliffe",11.1,19.3,4.8,"WSW",57,"W","SW",24,22,73,62,1011.3,1012.1,NA,NA,17,17.3,"Yes"
2016-04-29,"Witchcliffe",14.7,19.8,0.4,"W",54,"W","WSW",20,20,61,96,1013.2,1011.7,NA,NA,17.5,15.5,"No"
2016-04-30,"Witchcliffe",11.3,16.6,4.6,"SE",52,"S","SW",17,11,70,49,1020.4,1020.5,NA,NA,14.4,15.2,"Yes"
2016-05-01,"Witchcliffe",10.3,18.1,1,"W",31,NA,"WSW",0,9,93,65,1023.1,1021.1,NA,NA,13.1,16.4,"No"
2016-05-02,"Witchcliffe",11.9,20.1,1.6,"SSW",31,"WSW","SW",11,20,75,62,1021,1020.2,NA,NA,17.1,19.3,"Yes"
2016-05-03,"Witchcliffe",12,20,1,"SW",31,"S","WSW",9,13,89,68,1021.9,1019.7,NA,NA,16.3,19.2,"No"
2016-05-04,"Witchcliffe",11.7,20.3,0.2,"W",37,"W","W",13,20,71,67,1016.7,1013.8,NA,NA,17.7,18.7,"No"
2016-05-05,"Witchcliffe",13.6,18.3,2,"S",33,"SSW","SW",9,9,77,47,1016.4,1014.8,NA,NA,15.4,16.9,"Yes"
2016-05-06,"Witchcliffe",10.4,18.7,0,"NW",41,"N","WNW",9,20,77,64,1010.6,1006,NA,NA,13.9,16.8,"No"
2016-05-07,"Witchcliffe",12.8,16.9,12.8,"S",57,"S","S",24,24,85,46,1008.5,1011.7,NA,NA,13.7,15.4,"Yes"
2016-05-08,"Witchcliffe",11.9,16.5,0.8,"SSE",33,"S","S",13,15,56,55,1019.9,1020.1,NA,NA,13.4,14.6,"No"
2016-05-09,"Witchcliffe",8.4,20.2,0.4,"WSW",30,"NNW","SW",2,13,92,64,1024.2,1024.2,NA,NA,16,18.3,"No"
2016-05-10,"Witchcliffe",6.2,20.4,0.2,"NNW",24,"N","W",7,13,100,63,1027.7,1026.6,NA,NA,14.7,19.8,"No"
2016-05-11,"Witchcliffe",7.5,22.6,0.2,"NNW",33,"N","NNW",4,22,100,42,1024,1020.2,NA,NA,14.3,22.3,"No"
2016-05-12,"Witchcliffe",11.2,20.6,0.2,"NNW",33,"N","WNW",11,15,100,63,1015.8,1013.5,NA,NA,15.7,18.8,"No"
2016-05-13,"Witchcliffe",12.6,21.3,0.2,"NW",50,"NW","NNW",22,17,69,71,1013,1011.6,NA,NA,19.1,18.5,"No"
2016-05-14,"Witchcliffe",16,19.9,7.2,"WSW",37,"W","SW",13,17,65,61,1016.9,1017.4,NA,NA,18.1,18.9,"Yes"
2016-05-15,"Witchcliffe",11.1,19.1,0,"NW",56,"NW","WSW",28,22,64,53,1014.9,1015.4,NA,NA,18.3,17.6,"No"
2016-05-16,"Witchcliffe",8.1,19.3,2.8,"WNW",43,"N","NW",7,22,74,53,1020.6,1017.6,NA,NA,14,17.4,"Yes"
2016-05-17,"Witchcliffe",14,20.2,0.4,"W",54,"SW","W",9,7,80,66,1019.5,1019.9,NA,NA,17.5,18.3,"No"
2016-05-18,"Witchcliffe",8.1,19.7,0.2,"W",19,NA,"W",0,9,100,62,1022.9,1021.6,NA,NA,14.2,18.2,"No"
2016-05-19,"Witchcliffe",11.4,19.7,0,"E",17,NA,"SSE",0,11,99,61,1020.3,1016.7,NA,NA,13.7,19.4,"No"
2016-05-20,"Witchcliffe",6.3,19.9,0.2,NA,NA,"N","NW",7,26,100,72,1012.1,1005.4,NA,NA,13.7,18.2,"No"
2016-05-21,"Witchcliffe",11.2,14.6,56.6,"WSW",80,"WSW","WSW",35,28,92,57,993.4,998.1,NA,NA,11.5,12.9,"Yes"
2016-05-22,"Witchcliffe",9.4,17.5,8,"WNW",67,"WNW","WSW",19,20,82,75,1013.9,1015.6,NA,NA,14.1,16.4,"Yes"
2016-05-23,"Witchcliffe",11.8,18.4,19.2,"N",74,"N","N",17,37,95,90,1016,1007.5,NA,NA,15.3,16.5,"Yes"
2016-05-24,"Witchcliffe",12,16.5,44,"NNW",74,"WSW","WSW",24,17,70,51,1004.8,1006.9,NA,NA,12.8,15.8,"Yes"
2016-05-25,"Witchcliffe",10.3,16.9,2.2,"W",48,"N","WNW",9,17,94,67,1010.3,1009.3,NA,NA,12.7,15.3,"Yes"
2016-05-26,"Witchcliffe",12.2,17.5,14.2,"WSW",56,"WSW","WSW",15,9,55,51,1016.3,1019.3,NA,NA,15.6,16.8,"Yes"
2016-05-27,"Witchcliffe",5.2,18.4,0,"NNW",44,"N","NNW",17,19,73,53,1021.7,1016.5,NA,NA,13.3,17.4,"No"
2016-05-28,"Witchcliffe",12.9,17.7,16.2,"NNW",46,"W","SW",11,19,75,58,1013.3,1013.7,NA,NA,15.4,16.3,"Yes"
2016-05-29,"Witchcliffe",8.8,15.3,1.4,"SSE",22,NA,"SE",0,13,99,71,1020.2,1018.5,NA,NA,11.5,14.2,"Yes"
2016-05-30,"Witchcliffe",3.9,17.7,0.2,"N",20,NA,"NNE",0,6,99,59,1020.2,1018.1,NA,NA,9.5,17,"No"
2016-05-31,"Witchcliffe",6.9,18.4,0,"SW",17,NA,"WSW",0,9,87,64,1021.1,1020,NA,NA,11.8,17.7,"No"
2016-06-01,"Witchcliffe",3.9,19.2,0.2,"NNE",17,NA,"ENE",0,6,100,51,1024.3,1021.8,NA,NA,9.2,18.7,"No"
2016-06-03,"Witchcliffe",7.5,20.3,NA,"WSW",43,"N","N",15,20,70,79,1012,1008,NA,NA,15.5,19.6,NA
2016-06-04,"Witchcliffe",11.6,15.6,14.6,"SW",39,"S","SSE",13,11,67,66,1015.6,1016.3,NA,NA,13,13.7,"Yes"
2016-06-05,"Witchcliffe",6.2,15.8,0,"N",30,"N","N",11,19,67,60,1017,1013.7,NA,NA,11,14.4,"No"
2016-06-06,"Witchcliffe",10.8,18.7,0.2,"N",52,"N","NW",11,22,91,59,1008.6,1003.7,NA,NA,12,16.7,"No"
2016-06-07,"Witchcliffe",9.5,11.5,31,"S",57,"S","SSW",11,15,78,86,1011.5,1014.6,NA,NA,9.7,9.6,"Yes"
2016-06-08,"Witchcliffe",8.2,14.8,13.6,"SSE",46,"S","S",11,15,67,54,1025.3,1025,NA,NA,11.4,13.5,"Yes"
2016-06-09,"Witchcliffe",8.9,16.5,0.8,"WNW",37,"NW","NW",13,15,81,93,1025.3,1023.4,NA,NA,14.2,14.1,"No"
2016-06-10,"Witchcliffe",9.6,16.3,31.4,"SE",28,"ESE","SE",9,13,99,71,1027.2,1026,NA,NA,11.3,16,"Yes"
2016-06-11,"Witchcliffe",5.5,17.2,0,"N",50,"NNE","N",15,24,99,71,1023.9,1020.3,NA,NA,13.9,15.9,"No"
2016-06-12,"Witchcliffe",13.2,16.9,0,"N",41,"NNE","NNE",22,6,73,100,1015.9,1012.9,NA,NA,15.1,13.4,"No"
2016-06-13,"Witchcliffe",7.6,16.1,33.8,"S",44,"NNW","SSE",4,24,100,86,1014.9,1017.2,NA,NA,12.5,15.1,"Yes"
2016-06-14,"Witchcliffe",11.3,17.3,9.8,"ESE",39,"SE","SE",15,24,100,77,1025.6,1023.4,NA,NA,13.4,16.1,"Yes"
2016-06-15,"Witchcliffe",12.3,18.1,7.2,"S",26,NA,"SSW",0,13,100,84,1022.9,1021,NA,NA,14.1,17.2,"Yes"
2016-06-16,"Witchcliffe",11.5,16.1,1.8,"SSE",30,"SE","SSE",11,19,100,73,1023.2,1021.4,NA,NA,11.8,14.1,"Yes"
2016-06-17,"Witchcliffe",7,16,0.2,"E",24,"ENE","ENE",2,7,86,66,1024.7,1022.4,NA,NA,9.6,13.4,"No"
2016-06-18,"Witchcliffe",6.8,17.3,0.2,"N",43,"NNE","N",17,28,84,76,1019.9,1015,NA,NA,10.8,15.9,"No"
2016-06-19,"Witchcliffe",10.8,18.6,0.2,"NW",35,"NNW","W",24,19,85,75,1008.2,1006.2,NA,NA,16.2,18.1,"No"
2016-06-20,"Witchcliffe",13,15.5,16.8,"SSW",31,"WSW","S",4,11,89,81,1008.2,1008.1,NA,NA,13.5,14.1,"Yes"
2016-06-21,"Witchcliffe",6.1,16.2,4.2,"W",33,NA,"WSW",0,15,99,63,1015.9,1015.2,NA,NA,10.1,14.8,"Yes"
2016-06-22,"Witchcliffe",9.1,16.6,2.8,"SW",48,"W","WSW",13,20,70,62,1016.2,1015,NA,NA,14.1,16.1,"Yes"
2016-06-23,"Witchcliffe",10.7,15,4,"SW",30,NA,"SE",0,6,72,63,1021.3,1020.6,NA,NA,12.1,13.4,"Yes"
2016-06-24,"Witchcliffe",9.9,16.5,1,"W",43,"NNE","WNW",15,11,98,68,1018.9,1015.7,NA,NA,11,15,"No"
2016-06-25,"Witchcliffe",10.3,16,10.2,"WSW",50,"SE","SSE",4,15,85,61,1019.6,1020.9,NA,NA,12,14.8,"Yes"
2016-06-26,"Witchcliffe",6.9,15.5,0.4,"NW",41,"WNW","NW",11,15,58,59,1024,1021.4,NA,NA,13.5,14.8,"No"
2016-06-27,"Witchcliffe",11.3,16.7,2,"NW",43,"NW","N",24,17,90,90,1017.8,1013.4,NA,NA,13.5,14.3,"Yes"
2016-06-28,"Witchcliffe",11.4,18.7,20,"WNW",35,"NNW","W",13,19,99,79,1009.9,1008.9,NA,NA,14.6,16.4,"Yes"
2016-06-29,"Witchcliffe",9.7,16.7,7.6,"SW",39,"WSW","SW",4,19,99,64,1017,1019,NA,NA,12.6,14.9,"Yes"
2016-06-30,"Witchcliffe",8.3,16.7,0.2,"WNW",31,"SSW","NW",4,11,99,74,1026,1024.1,NA,NA,12.5,14.5,"No"
2016-07-01,"Witchcliffe",8.5,17.2,0.6,"N",24,"N","NNW",9,7,99,75,1027.5,1025.1,NA,NA,12.4,15.4,"No"
2016-07-02,"Witchcliffe",7.5,17.6,0.2,"WSW",22,"NNW","WNW",4,9,74,61,1025.6,1022.8,NA,NA,12.1,15.6,"No"
2016-07-03,"Witchcliffe",6.7,13.9,9.8,"S",48,"S","SE",22,19,84,83,1026.4,1026.9,NA,NA,11,10.6,"Yes"
2016-07-04,"Witchcliffe",2.3,13.3,1.6,"ESE",30,"E","ESE",6,17,99,60,1032.3,1029.2,NA,NA,5.4,12.6,"Yes"
2016-07-05,"Witchcliffe",3.7,15.7,0.2,"ESE",24,"SE","E",7,9,99,59,1027.7,1024.1,NA,NA,6,14.6,"No"
2016-07-06,"Witchcliffe",2.2,16.5,0,"NNE",17,NA,"NW",0,6,99,54,1023.2,1019.5,NA,NA,5.1,15.7,"No"
2016-07-07,"Witchcliffe",3.6,16.2,0.2,"NNW",67,"N","N",15,22,99,92,1016.8,1012,NA,NA,11.9,14.6,"No"
2016-07-08,"Witchcliffe",10.4,14.3,4.8,"W",56,"W","SW",22,20,65,69,1006.3,1005.3,NA,NA,12.1,11.5,"Yes"
2016-07-09,"Witchcliffe",6.6,12.5,13,"SW",61,"SW","SW",19,24,69,92,1007.6,1004.9,NA,NA,10.8,9,"Yes"
2016-07-10,"Witchcliffe",8.4,14.9,17,"SSW",67,"S","SSW",19,17,74,87,1012.8,1014.3,NA,NA,12,12.2,"Yes"
2016-07-11,"Witchcliffe",9.6,15.4,7.4,"SSW",44,"S","SSW",11,15,82,78,1021.9,1022.9,NA,NA,10.9,12.7,"Yes"
2016-07-12,"Witchcliffe",5.5,13.6,0,"N",20,NA,"E",0,9,92,61,1030.3,1029.1,NA,NA,8.8,12.8,"No"
2016-07-13,"Witchcliffe",5.8,15.3,0,"N",43,"NNE","N",17,30,66,68,1029.8,1024.6,NA,NA,8.6,12.9,"No"
2016-07-14,"Witchcliffe",3.6,18.3,0,"N",69,"N","N",43,35,62,75,1013.8,1010.4,NA,NA,15.2,17.1,"No"
2016-07-15,"Witchcliffe",14.5,18,11,"NNW",61,"N","NW",7,20,100,100,1013.6,1011.9,NA,NA,15.8,15.5,"Yes"
2016-07-16,"Witchcliffe",15.4,18,42.6,"NNW",59,"NW","NW",22,20,82,97,1008,1003.5,NA,NA,17.5,17.3,"Yes"
2016-07-17,"Witchcliffe",12.7,16.9,36.4,"NNW",57,"W","W",19,7,60,89,1007.4,1008.5,NA,NA,14.1,10.4,"Yes"
2016-07-18,"Witchcliffe",6,15.2,22.4,"SSW",43,"SSW","SSW",4,15,99,64,1020.9,1021.3,NA,NA,10.2,14,"Yes"
2016-07-19,"Witchcliffe",7.2,15.7,0.8,"N",24,"N","NW",7,4,99,66,1023,1019.5,NA,NA,10,14.9,"No"
2016-07-20,"Witchcliffe",10,16.7,3.2,"NNW",50,"N","NW",22,24,76,73,1014,1010.2,NA,NA,13.8,14,"Yes"
2016-07-21,"Witchcliffe",7.6,13.7,36.8,"W",57,"SW","W",17,31,54,80,1010.8,1009.7,NA,NA,10.2,9.4,"Yes"
2016-07-22,"Witchcliffe",6.8,13.9,6.8,"SSW",41,"SSE","SSE",9,9,69,65,1022.8,1023.4,NA,NA,10.8,11.7,"Yes"
2016-07-23,"Witchcliffe",4.7,13.6,3.4,"SSW",52,"SSW","S",20,24,91,72,1022.1,1023.6,NA,NA,11.2,10.9,"Yes"
2016-07-24,"Witchcliffe",5.5,14.2,0.4,"SW",28,NA,"SW",0,15,99,84,1028.1,1026.6,NA,NA,9.6,11.7,"No"
2016-07-25,"Witchcliffe",7.3,16.5,1.2,"SW",24,"NW","SW",4,13,99,66,1028.3,1026.6,NA,NA,11.4,15.5,"Yes"
2016-07-26,"Witchcliffe",10.2,16.5,0.4,"WSW",26,"SW","WSW",2,13,73,72,1028.4,1027.2,NA,NA,14.5,16.3,"No"
2016-07-27,"Witchcliffe",10.3,16.5,0.4,"NNE",48,"NNE","NNW",6,13,78,69,1026.7,1023.5,NA,NA,13.4,15.4,"No"
2016-07-28,"Witchcliffe",10.7,17.2,0,"WSW",20,"NNW","S",7,9,98,90,1022.2,1019.9,NA,NA,14.2,15.6,"No"
2016-07-29,"Witchcliffe",6.5,19.4,1.8,"NW",70,"N","WNW",17,33,99,69,1011.9,1005.9,NA,NA,13.6,18.3,"Yes"
2016-07-30,"Witchcliffe",13.5,17.5,8.2,"W",67,"WNW","WNW",24,22,54,70,1014.2,1011.3,NA,NA,15.3,14.7,"Yes"
2016-07-31,"Witchcliffe",9.1,13,11.4,"WSW",83,"SW","S",31,20,51,58,1017.4,1022.8,NA,NA,11.9,11.9,"Yes"
2016-08-01,"Witchcliffe",3.7,15.6,2.4,"N",17,"N","NNW",6,9,95,58,1031.1,1029.1,NA,NA,9.2,13.6,"Yes"
2016-08-02,"Witchcliffe",5.4,15.6,0,"N",41,"N","NNE",15,24,65,58,1025.4,1020.3,NA,NA,10.4,14.3,"No"
2016-08-03,"Witchcliffe",5.1,17.8,0,"NNW",48,"N","NNW",15,22,89,72,1012.5,1011.8,NA,NA,13.2,17.4,"No"
2016-08-04,"Witchcliffe",12.1,16.7,35.2,"SSE",31,"SE","SSE",6,19,100,66,1017.5,1016.8,NA,NA,12.4,15.8,"Yes"
2016-08-05,"Witchcliffe",3.7,17,0.2,"SE",20,NA,"SE",0,7,100,58,1021,1017.8,NA,NA,9.5,15.9,"No"
2016-08-06,"Witchcliffe",6.2,15.1,0.2,"WNW",54,"NNE","N",15,15,85,82,1011.5,1006.4,NA,NA,12.1,14.4,"No"
2016-08-07,"Witchcliffe",8.6,15.3,30.2,"WNW",81,"W","NW",20,37,55,72,1009.1,1007.1,NA,NA,12.8,12.9,"Yes"
2016-08-08,"Witchcliffe",7.8,12.7,12,"W",72,"W","WSW",20,30,73,56,1012.3,1013.3,NA,NA,9.3,10.5,"Yes"
2016-08-09,"Witchcliffe",7.2,14.7,3.4,"SW",52,"WSW","WSW",19,20,54,59,1019.6,1019.3,NA,NA,12.7,13.7,"Yes"
2016-08-10,"Witchcliffe",9,17.2,0.4,"NW",50,"NNW","NNW",9,20,90,74,1022.3,1020.5,NA,NA,11.9,14.1,"No"
2016-08-11,"Witchcliffe",11.7,16.3,3.2,"NW",54,"NW","W",24,13,87,95,1016.8,1016.3,NA,NA,13.2,12,"Yes"
2016-08-12,"Witchcliffe",4.4,16.3,12,"W",31,NA,"NW",0,9,99,91,1025.4,1024.6,NA,NA,11.6,12.7,"Yes"
2016-08-13,"Witchcliffe",9.2,16.1,1.4,"W",28,NA,"W",0,13,99,58,1026.8,1024.1,NA,NA,12,15.4,"Yes"
2016-08-14,"Witchcliffe",11.1,18,0,"NNW",44,"N","WNW",15,20,74,60,1018.8,1013.3,NA,NA,14.3,17.5,"No"
2016-08-15,"Witchcliffe",11.9,15.9,6.4,"NW",46,"W","SW",6,17,92,59,1010.2,1012.8,NA,NA,12.9,15.2,"Yes"
2016-08-16,"Witchcliffe",4.3,17,1.2,"NNW",43,"N","NW",11,20,89,54,1016.7,1013.4,NA,NA,10.7,15.6,"Yes"
2016-08-17,"Witchcliffe",10.7,14.9,14.8,"SW",70,"W","W",26,26,81,64,998.8,999.3,NA,NA,13.7,13.7,"Yes"
2016-08-18,"Witchcliffe",7.2,13.1,16.2,"S",52,"SSW","SW",17,19,67,64,1020.4,1021.5,NA,NA,9.8,11.2,"Yes"
2016-08-19,"Witchcliffe",8.2,15.1,0.4,"WSW",41,"NNW","W",15,24,85,77,1023,1020.3,NA,NA,10.8,12.3,"No"
2016-08-20,"Witchcliffe",10.4,15.7,12,"W",35,"SW","SSW",13,19,73,57,1019.8,1019.3,NA,NA,14.7,14.7,"Yes"
2016-08-21,"Witchcliffe",7.3,17,1,"WNW",57,"N","SW",13,24,95,76,1016.5,1013.9,NA,NA,11.6,11.6,"No"
2016-08-22,"Witchcliffe",7.6,14.4,8.8,"S",44,"S","SSE",19,20,64,67,1022.7,1022.7,NA,NA,12.2,13.1,"Yes"
2016-08-23,"Witchcliffe",4.4,15.1,0.6,"S",28,NA,"S",0,17,99,53,1025.9,1023.5,NA,NA,10.1,14.6,"No"
2016-08-24,"Witchcliffe",2.1,15.8,0,"SE",26,"NE","SSE",7,7,68,41,1027.4,1024.8,NA,NA,9.7,15.2,"No"
2016-08-25,"Witchcliffe",1.4,16.9,0.2,"N",31,NA,"NE",0,13,98,53,1025.2,1019.7,NA,NA,9.3,16.7,"No"
2016-08-26,"Witchcliffe",7.1,19.3,0,"N",63,"N","N",24,28,71,80,1009.7,1003.5,NA,NA,16.9,16.1,"No"
2016-08-27,"Witchcliffe",10.5,14.3,34.2,"SSW",61,"WSW","SW",22,30,76,75,999.4,999.1,NA,NA,11.8,13.9,"Yes"
2016-08-28,"Witchcliffe",9.2,12.6,13.2,"S",54,"S","S",24,20,91,93,1012,1012.3,NA,NA,10.1,12.1,"Yes"
2016-08-29,"Witchcliffe",9.8,14.4,3.8,"S",33,"S","SSE",13,15,78,71,1017.7,1016,NA,NA,11,12.5,"Yes"
2016-08-30,"Witchcliffe",7.6,16.1,0,"NNW",39,"N","NNW",13,20,76,64,1016.9,1013.5,NA,NA,12.1,15.4,"No"
2016-08-31,"Witchcliffe",10.7,15.4,14.4,"S",48,"S","SSE",17,15,93,87,1013.6,1016.4,NA,NA,11.8,12.1,"Yes"
2016-01-01,"PearceRAAF",16.7,35.3,0,"E",80,"ESE","ESE",31,30,44,22,1015.1,1010,NA,NA,23.1,33.6,"No"
2016-01-02,"PearceRAAF",22.3,38.7,0,"E",63,"ESE","S",24,22,40,22,1010.9,1006.8,NA,NA,27.5,37.1,"No"
2016-01-03,"PearceRAAF",19.3,38.1,0,"SE",43,"SE","ESE",24,19,43,25,1011.7,1008.8,NA,1,28.5,37.3,"No"
2016-01-04,"PearceRAAF",24.2,34.7,0,"SW",35,"E","W",6,22,40,33,1010.6,1009.5,NA,NA,29.5,33.3,"No"
2016-01-05,"PearceRAAF",19.8,32.6,0,"WSW",35,"N","W",11,22,71,50,1012.3,1009.9,8,NA,23.3,29.9,"No"
2016-01-06,"PearceRAAF",19.4,37.4,0,"W",37,"NE","SW",6,24,56,40,1014.5,1011.7,NA,NA,27.6,32.8,"No"
2016-01-07,"PearceRAAF",19.6,42.2,0,"ENE",65,"ENE","ENE",30,20,28,15,1014.1,1010.2,NA,NA,33.9,40,"No"
2016-01-08,"PearceRAAF",26.6,39,0,"ENE",50,"ENE","E",28,31,26,26,1012.4,1010.4,1,NA,32.1,34.4,"No"
2016-01-09,"PearceRAAF",16.7,37.3,0,"W",50,"ENE","W",9,30,40,29,1012.2,1008.7,NA,NA,30.1,34.9,"No"
2016-01-10,"PearceRAAF",19.4,27.9,0,"SW",46,"W","W",17,20,66,49,1012.8,1012.3,8,3,23.4,25.5,"No"
2016-01-11,"PearceRAAF",13.9,29.3,0,"W",44,"SW","WSW",9,26,60,50,1012.9,1011.4,4,3,24.3,27.1,"No"
2016-01-12,"PearceRAAF",18.4,29.1,0,"SW",46,"SSW","SW",13,22,64,49,1014,1013.9,8,1,24.4,26.5,"No"
2016-01-13,"PearceRAAF",14.1,31.8,0,"ESE",54,"ESE","E",30,20,44,20,1022.8,1019.5,NA,NA,20.7,30.4,"No"
2016-01-14,"PearceRAAF",16.3,34.5,0,"E",63,"E","E",43,26,40,19,1022.9,1018.2,NA,NA,22,32.9,"No"
2016-01-15,"PearceRAAF",21.9,37.8,0,"ENE",48,"NNE","SSE",19,11,25,14,1019,1014.4,NA,NA,30.4,35.9,"No"
2016-01-16,"PearceRAAF",21.7,38.9,0,"S",80,"NNE","W",19,24,26,21,1013.7,1011.1,NA,1,32,34.7,"No"
2016-01-17,"PearceRAAF",18.3,35,1.4,"W",33,"S","SW",11,20,40,35,1010.4,1006.7,NA,NA,28.7,30.5,"Yes"
2016-01-18,"PearceRAAF",19.5,24.2,0,"W",35,"NW","WSW",19,22,76,61,1006.3,1004.4,8,8,21.2,22.2,"No"
2016-01-19,"PearceRAAF",13.8,26,1,"NE",44,"E","SE",17,17,86,46,1004.7,1002.8,8,7,16.9,24.1,"No"
2016-01-20,"PearceRAAF",13.7,27.5,4.8,"SW",39,"WNW","WSW",9,26,69,50,1008.3,1006.9,3,6,20,26.3,"Yes"
2016-01-21,"PearceRAAF",16.5,30,0,"WSW",39,"SE","SSE",17,11,59,39,1013.7,1012.2,4,6,23.3,28.8,"No"
2016-01-22,"PearceRAAF",16.7,32.2,0,"SW",41,"E","ESE",24,9,49,26,1017.7,1014.1,2,1,22.6,31.3,"No"
2016-01-23,"PearceRAAF",17.8,37.5,0,"SSW",46,"ENE","SW",22,31,35,26,1014.6,1010.3,NA,NA,29.4,35.5,"No"
2016-01-24,"PearceRAAF",21.3,38.1,0,"SSW",39,"E","SSE",15,20,55,29,1015,1010.6,NA,1,28.1,35.4,"No"
2016-01-25,"PearceRAAF",21.8,36.4,2,"ENE",50,"ENE","SSW",30,13,71,39,1009.8,1007.1,6,5,25.1,35.1,"Yes"
2016-01-26,"PearceRAAF",20.6,34,0.6,"ESE",57,"ESE","ENE",22,13,62,39,1012.3,1009.8,8,2,26.9,32.4,"No"
2016-01-27,"PearceRAAF",20.5,34.6,0,"E",56,"ESE","ESE",24,24,50,30,1015.4,1012.8,NA,NA,25.2,33,"No"
2016-01-29,"PearceRAAF",NA,37.8,NA,NA,NA,NA,"ENE",NA,20,NA,22,NA,1008.3,NA,NA,NA,36.3,NA
2016-01-30,"PearceRAAF",23.4,31.5,0,"ENE",59,"ENE","S",15,17,31,81,1005.8,1006.3,1,7,29.6,21.1,"No"
2016-01-31,"PearceRAAF",19.6,26.4,10.4,"SSW",63,"SSW","S",11,37,85,84,1001.4,1002.5,8,8,22.5,18.5,"Yes"
2016-02-01,"PearceRAAF",10.6,23.5,0,"S",52,"SSE","SSW",24,22,46,37,1011.6,1010.4,NA,1,17.9,22.2,"No"
2016-02-02,"PearceRAAF",9.1,28.9,0,"WSW",41,"SE","SE",17,7,43,24,1018.7,1015.2,NA,NA,18.9,28.5,"No"
2016-02-03,"PearceRAAF",14.6,32.4,0,"E",54,"ENE","N",30,11,44,21,1020.2,1016.7,NA,NA,22.5,30.3,"No"
2016-02-04,"PearceRAAF",15.9,35.2,0,"E",48,"E",NA,24,NA,37,NA,1018.9,NA,NA,NA,26.3,NA,"No"
2016-02-05,"PearceRAAF",15.6,37.3,0,"SSW",50,"NE","SW",13,37,28,21,1014.9,1012,NA,NA,29.6,34.2,"No"
2016-02-06,"PearceRAAF",14.3,37.8,0,"SW",43,"SSE","SW",6,28,39,24,1015,1012.4,NA,NA,27.7,34.6,"No"
2016-02-07,"PearceRAAF",18.7,40.6,0,"E",56,"ENE","SSE",17,17,42,12,1016,1012.8,NA,NA,28.3,38.9,"No"
2016-02-08,"PearceRAAF",20.2,43.1,0,"NE",43,"NE","NE",20,13,16,10,1015.8,1012,0,NA,34.1,41.8,"No"
2016-02-09,"PearceRAAF",20.8,44.3,0,"SW",39,"N","WSW",13,26,15,10,1014.8,1011.5,0,NA,35.8,43.5,"No"
2016-02-10,"PearceRAAF",16.9,45.1,0,"NW",39,"ENE","SW",4,19,35,15,1013.7,1010.8,0,NA,30.1,40,"No"
2016-02-11,"PearceRAAF",15.9,38.1,0,"SSW",37,"NW","WSW",4,22,34,30,1013.3,1010.8,NA,NA,27.1,35.9,"No"
2016-02-12,"PearceRAAF",16.1,33.9,0,"WSW",43,"SSW","SSW",11,26,69,37,1017.1,1014.8,NA,NA,24.1,31.9,"No"
2016-02-13,"PearceRAAF",17.6,32.7,0,"ESE",56,"ESE","SSE",22,17,39,23,1020.8,1016.9,1,NA,24.5,31,"No"
2016-02-14,"PearceRAAF",16.2,32.8,0,"E",54,"ESE","SE",26,24,44,25,1021,1016.9,NA,NA,22.2,30.9,"No"
2016-02-15,"PearceRAAF",17.8,34.7,0,"E",65,"ESE","ESE",37,31,46,22,1020.1,1015.8,NA,NA,23,33.4,"No"
2016-02-16,"PearceRAAF",20.5,40.1,0,"E",63,"ENE","ESE",31,17,33,15,1015.6,1011.7,NA,2,25.4,38.9,"No"
2016-02-17,"PearceRAAF",25.2,37.1,0,"WSW",39,"NW","WSW",19,26,18,29,1012.2,1011.4,NA,1,32.9,31.7,"No"
2016-02-18,"PearceRAAF",16.8,33.2,0,"ESE",54,"ESE","SE",19,11,56,32,1016.4,1013.1,1,4,23.6,31.6,"No"
2016-02-19,"PearceRAAF",19.9,32.1,0,"E",70,"SE","ESE",31,35,47,30,1015.8,1011.5,5,3,24.3,30.8,"No"
2016-02-20,"PearceRAAF",19.8,34.8,0,"E",69,"ENE","S",31,11,45,26,1011.4,1007.2,NA,1,26.1,32.4,"No"
2016-02-21,"PearceRAAF",16.9,28.5,0,"NW",48,"NW","W",17,28,70,51,1011.7,1010.9,5,1,23.2,26,"No"
2016-02-22,"PearceRAAF",16.9,27.1,1,"WSW",56,"SW","SW",19,28,78,42,1016.9,1016.2,1,1,21,24.8,"No"
2016-02-23,"PearceRAAF",9.3,26.4,0,"WSW",52,"ESE","WSW",9,30,58,48,1016.5,1013.8,1,8,20.8,23.8,"No"
2016-02-24,"PearceRAAF",9.6,26.7,0,"SW",48,"ESE","SW",22,35,53,34,1018.7,1015.8,3,0,19.3,23.9,"No"
2016-02-25,"PearceRAAF",11.9,30.6,0,"E",57,"E","ENE",37,19,42,21,1020.7,1017.9,NA,NA,20.3,29.2,"No"
2016-02-26,"PearceRAAF",17.1,38.4,0,"ENE",57,"ENE","N",20,11,37,17,1018.4,1013,NA,NA,24.5,37,"No"
2016-02-27,"PearceRAAF",24.4,41.5,0,"W",48,"N","W",28,28,28,29,1012.2,1010.6,NA,NA,34.7,35.8,"No"
2016-02-28,"PearceRAAF",21.2,29.7,0,"WSW",43,"W","WSW",17,20,70,47,1016.1,1014.4,8,NA,23.5,27.5,"No"
