show_id,type,title,cast,country,date_added,release_year,rating,duration,listed_in
s776,Movie,A Perfect Ending,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",United States,02-Jun-21,2012,TV-MA,110 min,"Dramas, Independent Movies, LGBTQ Movies"
s777,Movie,American Outlaws,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Harris Yulin, Kathy Bates, Timothy Dalton, Ty O'Neal, Will McCormack, Ronny Cox, Terry O'Quinn, Muse Watson, Joe Stevens, Barry Tubb",United States,02-Jun-21,2001,PG-13,94 min,Action & Adventure
s778,Movie,And Then Came Lola,"Ashleigh Sumner, Jill Bennett, Cathy DeBuono, Jessica Graham, Angelyna Martinez, Candy Tolentino, Linda Ignazi, Jenoa Harlow, Lisa Dewey, Kathy Domenici",United States,02-Jun-21,2009,TV-MA,70 min,"Comedies, Independent Movies, LGBTQ Movies"
s780,Movie,Battlefield Earth,"John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti, Richard Tyson, Kelly Preston, Michael MacRae, Shaun Austin-Olsen, Tim Post, Michael Byrne",United States,02-Jun-21,2000,PG-13,118 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy"
s781,TV Show,Ben & Holly's Little Kingdom,"Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham",United Kingdom,02-Jun-21,2019,TV-Y,2 Seasons,Kids' TV
s783,Movie,Bliss,"Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker","Canada, United States",02-Jun-21,1997,R,103 min,"Dramas, Romantic Movies"
s785,Movie,Cloudburst,"Olympia Dukakis, Ryan Doucette, Brenda Fricker, Kristin Booth, Michael McPhee, John Dunsworth, Jeremy Akerman, Mary-Colin Chisholm, Kevin Kincaid","United States, Canada",02-Jun-21,2011,TV-MA,93 min,"Comedies, Dramas, Independent Movies"
s786,TV Show,Cocomelon,,United States,02-Jun-21,2021,TV-Y,3 Seasons,Kids' TV
s787,Movie,Company of Heroes,"Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko, Neal McDonough, Jürgen Prochnow, Sam Spruell, Richard Sammel, Philip Rham, Alastair Mackenzie",United States,02-Jun-21,2013,R,101 min,"Action & Adventure, Dramas"
s788,Movie,Cradle 2 the Grave,"Jet Li, DMX, Anthony Anderson, Kelly Hu, Tom Arnold, Mark Dacascos, Gabrielle Union, Michael Jace, Drag-On, Paige Hurd",United States,02-Jun-21,2003,R,101 min,Action & Adventure
s789,Movie,Domestic Disturbance,"John Travolta, Vince Vaughn, Teri Polo, Matt O'Leary, Ruben Santiago-Hudson, Susan Floyd, Angelica Page, Steve Buscemi, Chris Ellis",United States,02-Jun-21,2001,PG-13,89 min,Thrillers
s790,TV Show,Downton Abbey,"Hugh Bonneville, Jessica Brown Findlay, Samantha Bond, Laura Carmichael, Jim Carter, Raquel Cassidy, Brendan Coyle, Tom Cullen, Michelle Dockery, Kevin Doyle, Siobhan Finneran, Michael Fox, Joanne Froggatt, Matthew Goode, Harry Hadden-Paton, Thomas Howes, Lily James, Rob James-Collier, Rose Leslie, Phyllis Logan, Elizabeth McGovern, Sophie McShera, Lesley Nicol, Maggie Smith, Penelope Wilton",United Kingdom,02-Jun-21,2015,TV-14,6 Seasons,"British TV Shows, International TV Shows, TV Dramas"
s791,Movie,Dream/Killer,"Bill Ferguson, Ryan Ferguson",United States,02-Jun-21,2015,TV-MA,109 min,Documentaries
s792,Movie,Felon,"Stephen Dorff, Val Kilmer, Harold Perrineau, Marisol Nichols, Anne Archer, Nick Chinlund, Nate Parker, Johnny Lewis, Sam Shepard, Jake Walker, Joey Villasenor, Antonio Leyba, Mike Seal, Richard Caruso, Kevin Wiggins, Larnell Stovall, Mara Holguin, Elton Walker, Brittany Perrineau, Esodie Geiger, Jermaine Washington, Greg Serano, Brian Keith Gamble, Mark Sivertsen, Carrie Fleming, Adam Taylor, Chris Browning, John Koyama, Shawn Prince, Christopher Dempsey, Cynthia Ruffin",United States,02-Jun-21,2008,R,104 min,"Action & Adventure, Dramas"
s793,Movie,Flipped,"Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner",United States,02-Jun-21,2010,PG,90 min,"Comedies, Dramas, Romantic Movies"
s794,Movie,Fools Rush In,"Matthew Perry, Salma Hayek, Jon Tenney, Carlos Gómez, Tomas Milian, Siobhan Fallon Hogan, John Bennett Perry, Stanley DeSantis, Suzanne Snyder, Anne Betancourt, Jill Clayburgh",United States,02-Jun-21,1997,PG-13,109 min,"Comedies, Romantic Movies"
s796,TV Show,Happy Endings,"Eliza Coupe, Elisha Cuthbert, Zachary Knighton, Adam Pally, Damon Wayans Jr., Casey Wilson",United States,02-Jun-21,2012,TV-14,3 Seasons,TV Comedies
s797,Movie,Hostel: Part III,"Kip Pardue, Brian Hallisay, John Hensley, Sarah Habel, Chris Coy, Skyler Stone, Thomas Kretschmann, Zulay Henao, Nickola Shreli, Derrick Carr",United States,02-Jun-21,2011,R,88 min,"Cult Movies, Horror Movies"
s798,Movie,I Am Sam,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest, Loretta Devine, Richard Schiff, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley DeSantis, Doug Hutchison",United States,02-Jun-21,2001,PG-13,132 min,Dramas
s799,Movie,Love Jones,"Larenz Tate, Nia Long, Isaiah Washington, Lisa Nicole Carson, Bill Bellamy, Leonard Roberts, Bernadette L. Clarke, Khalil Kain",United States,02-Jun-21,1997,R,109 min,"Comedies, Dramas, Independent Movies"
s800,Movie,Million Dollar Baby,"Clint Eastwood, Hilary Swank, Morgan Freeman, Anthony Mackie, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Margo Martindale, Riki Lindhome",United States,02-Jun-21,2004,PG-13,133 min,"Dramas, Sports Movies"
s801,Movie,Mosquita y Mari,"Fenessa Pineda, Venecia Troncoso, Joaquín Garrido, Laura Patalano, Dulce Maria Solis, Marisela Uscanga, Melissa Uscanga, Omar Leyva, Tonita Castro, Paul Alayo",United States,02-Jun-21,2012,TV-14,85 min,"Dramas, Independent Movies, LGBTQ Movies"
s802,Movie,Never Back Down 2: The Beatdown,"Michael Jai White, Dean Geyer, Alex Meraz, Todd Duffee, Scottie Epstein, Jillian Murray, Evan Peters, Stacey Asaro, Gralen Bryant Banks, Rus Blackwell",United States,02-Jun-21,2011,R,104 min,"Action & Adventure, Dramas, Sports Movies"
s803,Movie,Ninja Assassin,"Rain, Naomie Harris, Ben Miles, Rick Yune, Shô Kosugi, Sung Kang, Richard van Weyden, Thorston Manderlay, Wladimir Tarasjanz, Eleonore Weisgerber","Germany, United States, France",02-Jun-21,2009,R,99 min,Action & Adventure
s805,Movie,Population 436,"Jeremy Sisto, Fred Durst, Charlotte Sullivan, David Ames, Cory Cassidy, James Blicq, Martin Trudel, Reva Timbers, Rick Skene, Peter Outerbridge, Dana Horrox","Canada, United States",02-Jun-21,2006,R,93 min,"Horror Movies, Thrillers"
s809,Movie,Sniper: Legacy,"Tom Berenger, Chad Michael Collins, Doug Allen, Dominic Mafham, Mercedes Mason, Mark Lewis Jones, Nestor Serrano, Dennis Haysbert, Alex Roe, Yana Marinova","United States, Bulgaria",02-Jun-21,2014,R,98 min,Action & Adventure
s810,Movie,Starsky & Hutch,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg, Fred Williamson, Jason Bateman, Amy Smart, Carmen Electra, George Cheung",United States,02-Jun-21,2004,PG-13,101 min,"Action & Adventure, Comedies"
s811,Movie,Streets of Fire,"Michael Paré, Diane Lane, Rick Moranis, Amy Madigan, Willem Dafoe, Deborah Van Valkenburgh, Richard Lawson, Rick Rossovich, Bill Paxton, Lee Ving",United States,02-Jun-21,1984,PG,94 min,"Action & Adventure, Classic Movies, Cult Movies"
s813,Movie,Swordfish,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",United States,02-Jun-21,2001,R,99 min,Action & Adventure
s814,TV Show,The Adventures of Sonic the Hedgehog,"Jaleel White, Long John Baldry, Garry Chalk","United States, Canada",02-Jun-21,1993,TV-Y7,1 Season,Kids' TV
s815,Movie,The Four Seasons,"Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno, Jack Weston, Bess Armstrong, Elizabeth Alda, Beatrice Alda",United States,02-Jun-21,1981,PG,108 min,"Comedies, Romantic Movies"
s817,Movie,The Interpreter,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen, Yvan Attal, Earl Cameron, George Harris, Michael Wright, Clyde Kusatsu, Eric Keenleyside, Hugo Speer","United Kingdom, France, Germany, United States",02-Jun-21,2005,PG-13,128 min,Thrillers
s818,Movie,The Meddler,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael McKean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",United States,02-Jun-21,2015,PG-13,104 min,"Comedies, Dramas, Independent Movies"
s819,Movie,The Mirror Has Two Faces,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",United States,02-Jun-21,1996,PG-13,127 min,"Comedies, Dramas, Romantic Movies"
s820,Movie,The Outlaw Josey Wales,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson",United States,02-Jun-21,1976,PG,136 min,"Action & Adventure, Classic Movies"
s821,TV Show,The Platform,"Maxim Khalil, Abdulmohsen Alnemr, Samr Ismaiel, Khaled Alkeesh, Samar Sami, Salloum Haddad, Ahmad Aljasmii, Khaled El Sayed, Yaser Alneyadi, Leen Gherra, Dean Cain, Moatasem Alnahar, Mahira Abdelaziz",United Arab Emirates,02-Jun-21,2021,TV-14,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries"
s822,Movie,The Wedding Guest,"Dev Patel, Radhika Apte, Jim Sarbh",United Kingdom,02-Jun-21,2018,R,97 min,"Dramas, Romantic Movies, Thrillers"
s823,Movie,The Wind,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan McTee",United States,02-Jun-21,2019,R,88 min,Horror Movies
s824,Movie,Then Came You,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",United States,02-Jun-21,2019,TV-MA,97 min,"Comedies, Dramas, Independent Movies"
s825,Movie,Welcome Home,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",United States,02-Jun-21,2018,R,97 min,Thrillers
s826,TV Show,Dirty John,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,31-May-21,2020,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries"
s827,Movie,Bo Burnham: Inside,Bo Burnham,United States,30-May-21,2021,TV-MA,88 min,Stand-Up Comedy
s829,Movie,Collateral Beauty,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",United States,28-May-21,2016,PG-13,97 min,Dramas
s831,TV Show,The Kominsky Method,"Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis, Susan Sullivan, Lisa Edelstein, Emily Osment, Graham Rogers, Jenna Lyng Adams, Ashleigh LaThrop, Melissa Tang, Casey Thomas Brown, Ann-Margret, Danny DeVito",United States,28-May-21,2021,TV-MA,3 Seasons,"TV Comedies, TV Dramas"
s835,Movie,Blue Miracle,"Jimmy Gonzales, Dennis Quaid, Anthony Gonzalez, Bruce McGill, Raymond Cruz, Nathan Arenas, Miguel Angel Garcia, Isaac Arellanes, Steve Gutierrez, Dana Wheeler-Nicholson, Fernanda Urrejola, Silverio Palacios",United States,27-May-21,2021,TV-PG,97 min,"Children & Family Movies, Dramas, Faith & Spirituality"
s847,Movie,Home,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,25-May-21,2015,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s849,TV Show,Master of None,"Aziz Ansari, Noël Wells, Eric Wareheim, Lena Waithe, Kelvin Yu, Fatima Ansari, Shoukath Ansari, Alessandra Mastronardi, Bobby Cannavale",United States,23-May-21,2021,TV-MA,3 Seasons,"TV Comedies, TV Dramas"
s854,Movie,Army of the Dead,"Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy",United States,21-May-21,2021,R,148 min,"Action & Adventure, Horror Movies"
s856,TV Show,Jurassic World Camp Cretaceous,"Paul-Mikél Williams, Jenna Ortega, Sean Giambrone, Kausar Mohammed, Ryan Potter, Raini Rodriguez, Jameela Jamil, Glen Powell",United States,21-May-21,2021,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s863,TV Show,Special,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle, Augustus Prew, Patrick Fabian",United States,20-May-21,2021,TV-MA,2 Seasons,TV Comedies
s864,Movie,Spy Kids: All the Time in the World,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook, Jeremy Piven, Alexa PenaVega, Daryl Sabara, Ricky Gervais, Danny Trejo",United States,20-May-21,2011,PG,88 min,"Children & Family Movies, Comedies"
s866,Movie,Sabotage,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",United States,19-May-21,2014,R,109 min,"Action & Adventure, Dramas"
s867,Movie,Small Town Crime,"John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",United States,19-May-21,2017,R,92 min,Thrillers
s868,Movie,The Last Days,,United States,19-May-21,1998,PG-13,87 min,Documentaries
s869,TV Show,The Magic School Bus,"Lily Tomlin, Daniel DeSanto, Erica Luttrell, Maia Filar, Lisa Yamanaka, Tara Meyer, Stuart Stone, Malcolm-Jamal Warner, Danny Tamberelli","Canada, United States",19-May-21,1997,TV-Y,1 Season,Kids' TV
s871,Movie,Amy Tan: Unintended Memoir,Amy Tan,United States,18-May-21,2021,TV-14,101 min,Documentaries
s873,Movie,Sleight,"Jacob Latimore, Seychelle Gabriel, Sasheer Zamata, Storm Reid, Cameron Esposito, Dulé Hill, Michael Villar, Brandon Johnson, Donzaleigh Abernathy, Jay Walker",United States,16-May-21,2016,R,89 min,"Dramas, Independent Movies, Sci-Fi & Fantasy"
s875,TV Show,Booba: Food Puzzle,"Artem Kretov, Elena Solovieva, Vyacheslav Kataev",United Kingdom,15-May-21,2021,TV-Y,1 Season,Kids' TV
s880,TV Show,Halston,"Ewan McGregor, Bill Pullman, Rebecca Dayan, David Pittu, Krysta Rodriguez, Rory Culkin, Vera Farmiga, Gian Franco Rodriguez, Sullivan Jones, Kelly Bishop, Dilone, James Waterston, Jason Kravits, Mary Beth Peil",United States,14-May-21,2021,TV-MA,1 Season,TV Dramas
s881,TV Show,Haunted,,"United States, Czech Republic",14-May-21,2021,TV-MA,3 Seasons,"Reality TV, TV Horror, TV Thrillers"
s884,TV Show,"Love, Death & Robots","Topher Grace, Mary Elizabeth Winstead, Gary Cole, Samira Wiley, Daisuke Tsuji, Maurice LaMarche, Rebecca Riedy, Helen Sadler, Hayley McLaughlin, Time Winters, Elly Condron, Stefan Kapicic, Bruce Thomas, Jeff Berg, Aaron Himelstein, Carlos Alazraqui, Jill Talley, Brian Bloom, Chris Cox, Michael Benyaer, Fred Tatasciore, Scott Whyte, Josh Brener, Gary Anthony Williams, Chris Parnell, Graham Hamilton, Adam Bartley, Kevin Michael Richardson, Emma Thornett, Henry Douthwaite, Madeleine Knight, Rebecca Banatvala, Kirk Thornton, Yuri Lowenthal, Elaine Tan, Matthew Yang King, Gwendoline Yeo, Neil Kaplan, G.K. Bowes, Courtenay Taylor",United States,14-May-21,2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy"
s890,Movie,The Woman in the Window,"Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell, Brian Tyree Henry, Jennifer Jason Leigh, Jeanine Serralles, Mariah Bozeman, Julianne Moore",United States,14-May-21,2021,R,102 min,"Dramas, Thrillers"
s891,TV Show,Castlevania,"Richard Armitage, James Callis, Graham McTavish, Alejandra Reynoso, Tony Amendola, Matt Frewer, Emily Swallow",United States,13-May-21,2021,TV-MA,4 Seasons,"Anime Series, TV Horror, TV Thrillers"
s892,Movie,Layer Cake,"Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan",United Kingdom,13-May-21,2004,R,105 min,"Independent Movies, International Movies, Thrillers"
s896,Movie,Oxygen,"Mélanie Laurent, Mathieu Amalric, Malik Zidi","France, United States",12-May-21,2021,TV-14,102 min,"Dramas, International Movies, Thrillers"
s897,TV Show,The Upshaws,"Mike Epps, Wanda Sykes, Kim Fields, Page Kennedy, Diamond Lyons, Khali Daniya-Renee Spraggins, Jermelle Simon, Gabrielle Dennis, Journey Christine",United States,12-May-21,2021,TV-14,1 Season,TV Comedies
s901,TV Show,"Money, Explained",,United States,11-May-21,2021,TV-14,1 Season,Docuseries
s902,Movie,Deadly Switch,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce",United States,10-May-21,2019,TV-PG,86 min,"Independent Movies, Thrillers"
s905,Movie,Sleepless,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney, T.I., David Harbour, Gabrielle Union, Octavius J. Johnson, Tim Connolly, Drew Sheer",United States,08-May-21,2017,R,95 min,Action & Adventure
s908,Movie,In Our Mothers' Gardens,,United States,07-May-21,2020,TV-MA,85 min,Documentaries
s909,TV Show,Jupiter's Legacy,"Josh Duhamel, Ben Daniels, Leslie Bibb, Andrew Horton, Elena Kampouris, Matt Lanter, Mike Wade, Tenika Davis, Ian Quinlan, David Julian Hirsh, Tyler Mane",United States,07-May-21,2021,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy"
s911,Movie,Monster,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,07-May-21,2021,TV-MA,99 min,Dramas
s915,Movie,Unrest,"Jennifer Brea, Omar Wasow, Jessica Taylor-Bearman","United Kingdom, United States",07-May-21,2017,TV-MA,97 min,Documentaries
s917,Movie,Dead Man Down,"Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper, Isabelle Huppert, Luis Da Silva Jr., Armand Assante, F. Murray Abraham",United States,06-May-21,2013,R,118 min,Action & Adventure
s918,Movie,Framing John DeLorean,"Alec Baldwin, Josh Charles, Morena Baccarin, Dean Winters, Michael Rispoli, Dana Ashbrook, Jason Jones, Josh Cooke, Sean Cullen, William Hill",United States,05-May-21,2019,TV-MA,109 min,"Documentaries, Dramas"
s920,TV Show,The Sons of Sam: A Descent into Darkness,,United States,05-May-21,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s921,TV Show,Selena: The Series,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez, Seidy Lopez, Hunter Reese Peña, Julio Macias, Carlos Alfredo Jr., Jesse Posey, Madison Taylor Baez, Juan Martinez, Daniela Estrada, Paul Rodriguez Jr.","Mexico, United States",04-May-21,2020,TV-PG,2 Seasons,TV Dramas
s922,TV Show,StartUp,"Adam Brody, Edi Gathegi, Otmara Marrero, Martin Freeman, Ron Perlman, Addison Timlin, Mira Sorvino",United States,04-May-21,2018,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas"
s923,Movie,The Clovehitch Killer,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty, Brenna Sherman, Lance Chantiles-Wertz, Emma Jones, Jonathan Riggs",United States,04-May-21,2018,TV-MA,109 min,"Dramas, Independent Movies, Thrillers"
s925,Movie,Aliens Stole My Body,"Jayden Greig, Lauren McNamara, Dan Payne, Alex Zahara, Sean Quan, Kirsten Robek, Ty Consiglio, Christian Convery, Sandy Robson, Christina Meredith Lewall, George Takei",United States,01-May-21,2020,PG,88 min,"Children & Family Movies, Comedies"
s927,Movie,Au coeur des gangs,"Tyrese Gibson, Meagan Good, Larenz Tate, Henry Hunter Hall, Kimora Lee Simmons, Game",United States,01-May-21,2006,R,97 min,"Action & Adventure, Dramas"
s929,Movie,Best of the Best,"Eric Roberts, James Earl Jones, Sally Kirkland, Chris Penn, Phillip Rhee, John P. Ryan, John Dye, Louise Fletcher",United States,01-May-21,1989,PG-13,97 min,"Action & Adventure, Sports Movies"
s931,Movie,Due Date,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh",United States,01-May-21,2010,R,95 min,"Action & Adventure, Comedies"
s932,Movie,Fun with Dick & Jane,"Jim Carrey, Téa Leoni, Alec Baldwin, Richard Jenkins, Angie Harmon, John Michael Higgins, Richard Burgi, Carlos Jacott, Aaron Michael Drozin, Gloria Garayua",United States,01-May-21,2005,PG-13,91 min,Comedies
s933,Movie,Green Zone,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States",01-May-21,2010,R,115 min,Action & Adventure
s934,Movie,Hachi: A Dog's Tale,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer, Jason Alexander, Erick Avari, Davenia McFadden, Robbie Sublett, Kevin DeCoste, Rob Degnan","United Kingdom, United States",01-May-21,2009,G,93 min,"Children & Family Movies, Dramas"
s935,Movie,JT LeRoy,"Kristen Stewart, Laura Dern, Jim Sturgess, Diane Kruger, Kelvin Harrison Jr., James Jagger, Courtney Love, David Brown","United Kingdom, Canada, United States",01-May-21,2018,R,109 min,"Dramas, Independent Movies"
s936,Movie,Madagascar 3: Europe's Most Wanted,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Bryan Cranston, Martin Short",United States,01-May-21,2012,PG,96 min,"Children & Family Movies, Comedies"
s943,Movie,Mystic River,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",01-May-21,2003,R,138 min,"Dramas, Thrillers"
s944,Movie,Never Back Down,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Wyatt Smith, Affion Crockett, Neil Brown Jr., Lauren Leech, Tilky Jones, Steven Crowley, Tom Nowicki",United States,01-May-21,2008,PG-13,113 min,"Action & Adventure, Dramas, Sports Movies"
s946,Movie,Sitting in Limbo,"Patrick Robinson, Nadine Marshall, Pippa Bennett-Warner, CJ Beckford",United Kingdom,01-May-21,2020,TV-MA,89 min,"Dramas, International Movies"
s947,Movie,Stargate,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz, Mili Avital, Leon Rippy, John Diehl, Carlos Lauchu, Djimon Hounsou","United States, France",01-May-21,1994,PG-13,121 min,"Action & Adventure, Sci-Fi & Fantasy"
s948,Movie,State of Play,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren, Robin Wright, Jason Bateman, Jeff Daniels, Michael Berresse, Harry Lennix","United States, United Kingdom, France",01-May-21,2009,PG-13,127 min,"Dramas, Thrillers"
s949,Movie,Swiped,"Kendall Ryan Sanders, Noah Centineo, Nathan Gamble, Kristen Johnston, Leigh-Allyn Baker, Christian Hutcherson, Shelby Wulfert, Steve Daron, Kalani Hilliker, Maddy Curley, George Hamilton",United States,01-May-21,2018,TV-14,94 min,Comedies
s950,Movie,The Darkest Hour,"Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor, Joel Kinnaman, Veronika Vernadskaya, Dato Bakhtadze, Yuriy Kutsenko","United States, Russia",01-May-21,2011,PG-13,89 min,"Action & Adventure, Sci-Fi & Fantasy"
s951,Movie,The Lovely Bones,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci, Michael Imperioli, Saoirse Ronan, Rose McIver, Christian Thomas Ashdale, Reece Ritchie, Carolyn Dando","United States, United Kingdom, New Zealand",01-May-21,2009,PG-13,136 min,"Dramas, International Movies, Sci-Fi & Fantasy"
s952,Movie,The Sweetest Thing,"Cameron Diaz, Christina Applegate, Selma Blair, Thomas Jane, Jason Bateman, Parker Posey, Frank Grillo, Eddie McClintock, Lillian Adams, Johnny Messner",United States,01-May-21,2002,R,89 min,"Comedies, Romantic Movies"
s953,Movie,The Whole Nine Yards,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan, Natasha Henstridge, Amanda Peet, Kevin Pollak, Harland Williams, Carmen Ferland, Serge Christianssens",United States,01-May-21,2000,R,99 min,"Action & Adventure, Comedies"
s954,Movie,The Whole Truth,"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry",United States,01-May-21,2016,R,93 min,"Dramas, Thrillers"
s956,Movie,Under Siege,"Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak, Colm Meaney, Damian Chapa, Andy Romano, Patrick O'Neal, Nick Mancuso, Troy Evans","France, United States",01-May-21,1992,R,102 min,Action & Adventure
s957,Movie,Zack and Miri Make a Porno,"Seth Rogen, Elizabeth Banks, Craig Robinson, Jason Mewes, Jeff Anderson, Traci Lords, Katie Morgan, Ricky Mabe, Justin Long, Brandon Routh, Tyler Labine, Tom Savini, Tisha Campbell-Martin, Jennifer Schwalbach, Gerry Bednob",United States,01-May-21,2008,R,101 min,"Comedies, Independent Movies, Romantic Movies"
s963,Movie,The Strangers: Prey at Night,"Bailee Madison, Martin Henderson, Emma Bellomy, Lea Enslin, Damian Maffei, Christina Hendricks, Lewis Pullman","United States, United Kingdom",30-Apr-21,2018,R,85 min,Horror Movies
