userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
1268878,18,20,1995,10,female,424,1596,1264,735,1379,411,1169,324,210
1250623,16,24,1997,12,female,817,1353,399,727,2293,704,1514,23,779
1669677,22,29,1991,5,female,667,1842,619,730,1428,563,1081,167,347
1339487,18,16,1995,2,male,420,1557,1164,733,964,730,877,3,87
2166102,23,11,1990,7,female,1137,1486,829,778,2203,772,1313,6,890
2100389,19,8,1994,9,male,527,1740,1493,779,385,779,313,0,72
1490362,15,18,1998,2,female,378,1333,939,787,806,787,692,0,114
1825204,24,31,1989,7,female,1618,1532,511,757,688,757,596,0,92
2148873,18,16,1995,6,female,297,1421,837,775,1518,775,1185,0,333
1919917,20,30,1993,10,female,494,1675,1167,858,265,52,226,806,39
1482449,15,11,1998,9,female,565,1641,658,867,1028,126,236,741,792
1542562,17,7,1996,7,female,609,1627,437,852,754,0,148,852,606
1102074,17,16,1996,11,male,399,1403,181,821,1399,115,467,706,932
1488206,19,17,1994,1,male,177,1290,1136,846,2789,119,929,727,1860
1922878,19,12,1994,6,male,224,1587,177,802,3164,0,470,802,2694
1657732,18,29,1995,12,female,762,1516,583,831,524,403,147,428,377
1928067,19,4,1994,11,female,190,1747,131,851,1132,381,597,470,535
1074912,18,5,1995,3,female,564,1733,865,849,1170,239,681,610,489
1689015,19,29,1994,7,female,392,1525,971,835,1082,575,629,260,453
1494452,26,29,1987,7,female,1063,1656,536,848,4223,250,3209,598,1014
2026420,16,3,1997,9,female,554,1614,972,877,468,759,293,118,175
1912654,22,20,1991,7,female,1718,1289,750,856,478,668,428,188,50
2021868,14,11,1999,2,female,416,1423,695,836,862,821,444,15,418
1301924,18,5,1995,2,female,611,1663,240,854,649,640,331,214,318
1850436,18,19,1995,7,female,440,1377,1075,857,999,650,686,207,313
2044224,22,19,1991,12,male,671,1533,967,809,5895,683,2593,126,3302
1684493,22,2,1991,6,male,819,1503,636,842,1689,825,1094,17,595
1872125,16,29,1997,4,female,503,1519,411,869,3623,863,3090,6,533
1942818,18,16,1995,6,male,665,1771,1287,803,343,803,298,0,45
1520751,27,5,1986,4,male,1179,1900,1636,831,347,831,262,0,85
1956816,22,22,1991,8,male,583,1470,1030,851,531,851,501,0,30
2105121,15,6,1998,7,female,571,1741,691,862,5029,862,3719,0,1310
2137224,19,12,1994,10,female,370,1826,661,825,1536,825,1398,0,138
1569650,19,21,1994,7,male,400,1724,1112,895,998,52,771,843,227
2055991,15,11,1998,11,female,466,1843,1133,974,1469,142,427,832,1042
1696338,16,19,1997,11,female,233,1324,726,938,2010,147,748,791,1262
1753554,15,1,1998,10,female,323,1314,977,887,982,276,314,611,668
1718708,16,16,1997,4,male,844,1593,1062,905,1338,188,822,717,516
1959613,16,16,1997,8,female,323,1476,997,964,654,224,205,740,449
1710550,19,22,1994,11,female,638,1277,633,935,1079,226,212,709,867
1169809,23,9,1990,6,male,253,1278,945,959,1033,632,524,327,509
1285683,20,7,1993,5,male,484,1393,754,982,3473,373,2152,609,1321
1866697,20,16,1993,9,male,713,1862,390,913,1960,342,977,571,983
1813217,30,10,1983,10,female,443,1731,1293,914,5102,216,2301,698,2801
2185997,19,10,1994,10,male,250,1418,1002,948,625,803,366,145,259
1480887,20,21,1993,10,male,493,1342,412,896,825,831,423,65,402
1187043,15,3,1998,6,female,149,1524,585,958,4387,932,2323,26,2064
1396641,22,16,1991,10,female,1043,1905,832,911,1191,911,900,0,291
1338461,18,16,1995,7,male,141,1676,1279,900,2775,900,2252,0,523
1087417,33,1,1980,1,female,606,1909,118,956,4027,956,3550,0,477
1839631,16,8,1997,5,female,885,1706,618,1125,983,25,386,1100,597
1990018,20,11,1993,11,male,872,1454,590,1061,870,181,630,880,240
1044950,18,20,1995,6,female,1127,1869,296,1013,786,533,336,480,450
1762430,37,28,1976,4,female,1121,1282,1011,1007,845,461,246,546,599
1800069,15,12,1998,3,female,1673,1871,835,1029,2375,491,1927,538,448
1602002,18,6,1995,6,female,522,1439,1092,1037,1996,358,1381,679,615
1844398,18,1,1995,11,male,344,1342,602,1060,3328,465,1953,595,1375
1163700,19,29,1994,1,female,458,1413,448,1117,2104,679,824,438,1280
1399231,20,12,1993,10,female,1619,1781,694,1047,7615,600,4545,447,3070
1149125,18,23,1995,12,male,1037,1373,709,1001,630,956,453,45,177
1809403,20,22,1993,8,female,945,1513,665,1064,1912,1053,1760,11,152
1377722,20,12,1993,9,female,262,1552,636,1032,1761,1022,1132,10,629
1837240,16,9,1997,9,female,368,1285,939,1097,401,1097,326,0,75
2137677,18,12,1995,4,female,209,1364,207,1086,241,1086,139,0,102
1902387,19,9,1994,8,male,489,1807,1373,1059,1388,1059,1310,0,78
1217521,18,28,1995,4,female,681,1440,817,999,1714,999,1056,0,658
1463457,15,1,1998,3,female,752,1604,1035,1190,2166,177,975,1013,1191
1364825,16,8,1997,5,male,473,1476,1321,1224,47,298,33,926,14
1291714,16,18,1997,8,female,748,1288,601,1227,1214,768,660,459,554
1564990,19,10,1994,5,female,1325,1446,367,1249,1149,496,420,753,729
2126255,20,22,1993,9,female,1078,1795,1247,1210,3720,798,1731,412,1989
1859410,17,29,1996,12,male,129,1469,1430,1154,202,921,154,233,48
1349202,21,18,1992,3,female,605,1628,483,1163,942,907,699,256,243
2131388,24,20,1989,8,female,430,1861,818,1268,201,1268,188,0,13
1311351,22,7,1991,12,female,412,1326,651,1133,1968,1133,666,0,1302
1566240,20,6,1993,4,female,318,1276,841,1483,1037,284,217,1199,820
1107316,23,16,1990,4,female,61,1481,1029,1319,859,202,352,1117,507
1702451,16,9,1997,1,female,431,1361,351,1472,552,657,243,815,309
1381225,18,27,1995,12,female,416,1596,1167,1514,710,399,472,1115,238
1581307,20,16,1993,9,male,2026,1863,1315,1290,548,787,200,503,348
1205714,23,3,1990,12,female,664,1831,840,1298,549,537,170,761,379
1245069,16,7,1997,11,male,336,1768,1132,1326,1394,835,875,491,519
1313112,15,22,1998,9,female,795,1586,705,1378,1743,529,1011,849,732
1521843,39,25,1974,4,male,766,1387,628,1332,1944,476,857,856,1087
1446107,14,14,1999,2,male,555,1319,1083,1333,2260,780,833,553,1427
1325929,15,23,1998,4,female,834,1473,342,1414,2829,384,1289,1030,1540
1541513,16,5,1997,3,male,240,1430,1226,1333,614,1310,505,23,109
2036967,20,20,1993,9,female,1118,1450,710,1305,1939,1059,1376,246,563
1199611,21,9,1992,7,female,1218,1704,372,1316,1872,1301,1617,15,255
1449449,23,25,1990,1,male,1767,1715,791,1304,1251,1226,861,78,390
1419811,33,15,1980,11,female,529,1644,992,1396,1970,1255,1539,141,431
2095545,18,12,1995,6,male,870,1505,1267,1450,249,1450,239,0,10
1432222,25,5,1988,2,female,624,1626,441,1309,1130,1309,982,0,148
2176917,33,26,1980,10,female,825,1896,837,1369,2518,1369,2355,0,163
1796734,16,15,1997,7,female,219,1439,937,1747,1810,56,416,1691,1394
1501765,20,2,1993,10,male,223,1320,895,1648,1202,219,773,1429,429
1627957,21,9,1992,4,male,504,1747,511,1869,1271,244,780,1625,491
1218807,21,7,1992,4,male,858,1277,790,1750,3205,238,1237,1512,1968
1912174,14,25,1999,2,female,470,1658,431,1630,837,340,328,1290,509
1138775,16,19,1997,8,female,617,1406,782,1565,665,600,317,965,348
1488396,31,4,1982,3,male,591,1906,1023,1566,788,578,312,988,476
2143416,15,18,1998,11,female,663,1756,463,1752,1230,1083,624,669,606
1946197,15,25,1998,4,male,1079,1601,1286,1762,1229,404,762,1358,467
1968078,16,22,1997,2,female,859,1639,390,1828,2275,1086,1835,742,440
1647904,17,26,1996,6,male,1264,1846,1078,1637,1068,1082,613,555,455
2193190,19,29,1994,10,female,569,1681,557,1621,1457,672,668,949,789
2135050,26,22,1987,5,male,953,1449,689,1732,1887,662,1061,1070,826
1319501,18,12,1995,4,female,305,1580,668,1590,2710,377,638,1213,2072
1323979,23,30,1990,8,female,590,1697,656,1530,3780,420,1007,1110,2773
1782252,16,1,1997,9,female,284,1672,1230,1800,38,1400,29,400,9
2167585,18,22,1995,12,male,1003,1328,1022,1595,397,1489,351,106,46
1265766,18,5,1995,11,female,195,1456,686,1572,1516,1541,605,31,911
1485394,18,4,1995,5,male,347,1780,1344,1761,2225,1722,1953,39,272
1420221,19,18,1994,10,female,608,1441,604,1606,1104,1548,952,58,152
1112008,20,8,1993,8,female,1591,1855,744,1689,1416,1355,729,334,687
1672543,28,17,1985,9,female,2195,1386,449,1609,981,1494,542,115,439
1786722,13,25,2000,1,female,664,1832,705,1595,2458,1356,1824,239,634
1426705,20,8,1993,12,female,877,1562,175,1691,2934,1342,2155,349,779
1532366,19,16,1994,1,female,185,1516,415,1744,2908,1636,2589,108,319
1345802,20,5,1993,4,female,1532,1798,472,1562,3361,1143,1526,419,1835
1743401,24,2,1989,5,male,1465,1722,1229,1827,744,1825,599,2,145
1461440,16,13,1997,7,male,247,1565,955,1744,1664,1743,1278,1,386
1755401,18,26,1995,4,female,277,1801,739,1603,1824,1599,1357,4,467
1291098,16,8,1997,10,female,499,1860,181,1550,2537,1547,2391,3,146
1040715,19,9,1994,6,male,367,1675,1301,1799,296,1799,289,0,7
1066951,23,14,1990,11,male,389,1833,1342,1602,884,1602,805,0,79
1475750,17,15,1996,12,female,267,1280,215,1784,1423,1784,844,0,579
1562451,21,18,1992,10,female,387,1467,615,1771,1599,1771,1303,0,296
1162406,15,10,1998,5,male,210,1581,1271,2205,1700,230,623,1975,1077
1533828,21,13,1992,8,female,793,1753,1090,2314,1724,215,855,2099,869
1633413,15,12,1998,9,female,1349,1556,624,2055,5115,321,3222,1734,1893
1114450,16,16,1997,1,male,775,1338,1147,2118,3215,407,1604,1711,1611
1860624,14,29,1999,7,female,819,1293,675,2202,915,1201,314,1001,601
1049398,16,15,1997,5,female,992,1517,542,2203,803,1580,483,623,320
2048904,18,7,1995,4,male,1328,1738,1181,2013,535,818,276,1195,259
1875575,16,27,1997,2,female,544,1378,535,2241,3211,581,1400,1660,1811
1625694,16,29,1997,5,female,546,1733,1055,2277,3119,973,1830,1304,1289
1973975,17,2,1996,3,male,1317,1347,780,2262,1964,1277,1143,985,821
1926124,19,18,1994,12,female,421,1674,356,1981,2515,460,864,1521,1651
1421010,19,19,1994,6,female,665,1893,1248,2112,1287,1499,782,613,505
1860809,19,26,1994,8,female,470,1676,656,2247,2506,711,1101,1536,1405
1818772,18,26,1995,10,female,622,1522,888,2059,3779,876,1436,1183,2343
1287273,19,18,1994,3,male,569,1319,721,2323,5662,959,2292,1364,3370
1216467,19,24,1994,5,female,1091,1382,473,2169,4623,1277,1120,892,3503
1561449,21,27,1992,5,female,231,1682,470,2295,4190,904,1352,1391,2838
1211213,34,2,1979,6,male,773,1541,1175,2177,1295,2002,1120,175,175
1244687,16,18,1997,2,female,207,1466,783,2319,1765,1824,986,495,779
1366254,16,14,1997,4,male,596,1347,814,2106,1457,1699,1024,407,433
1796866,16,28,1997,5,female,1135,1535,364,2203,3048,1901,2733,302,315
2047291,18,9,1995,5,female,778,1295,978,2354,3160,1989,2526,365,634
1295174,19,23,1994,2,female,680,1297,172,2083,3048,2049,2431,34,617
1708106,20,22,1993,2,female,991,1488,929,2287,2014,2215,1225,72,789
1605373,30,9,1983,12,female,950,1394,815,2081,1288,1532,963,549,325
1838332,17,10,1996,5,female,1038,1567,513,2042,3116,1593,1769,449,1347
1808104,22,8,1991,3,female,1069,1430,696,2133,17495,1883,8651,250,8844
2018305,20,31,1993,5,female,944,1514,662,2184,2482,2162,2125,22,357
2118698,17,4,1996,9,female,392,1447,741,1932,2920,1925,1637,7,1283
1309633,18,10,1995,10,female,282,1596,1104,2248,3961,2247,2150,1,1811
1354456,16,20,1997,7,male,460,1467,998,2241,302,2241,172,0,130
1717083,18,16,1995,2,male,274,1748,843,2122,337,2122,303,0,34
1943866,26,5,1987,3,female,589,1400,761,2132,350,2132,264,0,86
1057548,17,22,1996,11,female,1003,1686,432,2067,571,2067,428,0,143
1050029,17,8,1996,11,male,485,1343,1130,2239,805,2239,515,0,290
1494045,25,12,1988,8,male,904,1311,916,2264,2280,2264,2056,0,224
2129408,24,1,1989,9,female,499,1650,412,2230,8340,2230,7170,0,1170
1601323,18,1,1995,1,female,365,1500,1154,2432,3482,432,1011,2000,2471
1282426,23,10,1990,11,male,779,1575,909,2580,1944,276,1553,2304,391
1644936,18,14,1995,5,female,236,1422,191,2890,5272,320,2043,2570,3229
1938843,19,12,1994,9,female,1586,1321,508,3569,7031,368,6229,3201,802
1957156,20,24,1993,9,female,572,1746,830,2985,5786,594,4843,2391,943
1384573,14,1,1999,6,female,431,1491,1069,3368,1996,1000,547,2368,1449
1109912,16,18,1997,2,female,1027,1625,987,3330,1509,1843,624,1487,885
1167635,19,21,1994,12,female,651,1338,611,3065,1585,1901,738,1164,847
1223972,23,10,1990,12,male,1435,1570,688,2682,1099,1259,715,1423,384
1810531,27,16,1986,6,female,918,1315,723,2641,956,991,595,1650,361
2088893,15,23,1998,9,female,442,1859,1187,2906,2356,1170,1860,1736,496
1449153,17,2,1996,7,female,301,1656,331,2549,2188,1345,1416,1204,772
2165949,18,20,1995,6,female,1368,1807,856,2407,2911,1112,2088,1295,823
1798537,19,15,1994,5,female,1012,1591,1222,3285,2274,2016,1376,1269,898
1691605,19,4,1994,7,male,727,1623,1217,3301,4734,796,2917,2505,1817
1279706,36,24,1977,11,female,496,1270,542,2418,2487,860,667,1558,1820
1617206,15,10,1998,1,female,821,1586,1090,2671,16936,1461,8420,1210,8516
1084319,18,31,1995,5,male,437,1588,1207,2711,1187,2123,1051,588,136
1392135,19,17,1994,6,female,609,1283,800,2720,1430,2472,1270,248,160
1521275,15,24,1998,12,female,821,1296,441,2686,2698,2349,1421,337,1277
1572419,17,1,1996,1,male,552,1478,935,2749,2220,2610,2014,139,206
1597241,18,17,1995,3,female,324,1485,111,2771,1721,2329,985,442,736
1208672,16,9,1997,12,female,150,1724,172,2542,4763,1895,2657,647,2106
1344521,18,9,1995,2,female,437,1822,870,3181,5459,2413,3432,768,2027
1905014,18,10,1995,8,female,475,1706,665,2642,6140,2473,3363,169,2777
1173275,19,31,1994,3,female,242,1307,936,2799,5365,2518,4485,281,880
1425934,20,29,1993,8,male,393,1456,381,2551,3864,2219,1847,332,2017
1368458,14,21,1999,2,female,481,1352,462,3214,598,3212,484,2,114
1568305,28,14,1985,6,female,484,1539,954,2914,24229,2913,16072,1,8157
1489177,18,12,1995,5,female,253,1409,533,2779,1624,2779,1351,0,273
1202463,27,2,1986,11,male,1369,1341,957,2878,1738,2878,1616,0,122
1674338,26,3,1987,8,male,855,1824,1349,3101,590,3101,328,0,262
2001034,28,28,1985,3,male,536,1444,928,3132,1269,3132,969,0,300
1079321,18,1,1995,1,female,578,1288,434,2748,2882,2748,2422,0,460
1342941,25,13,1988,11,male,1054,1784,1160,2641,1909,2641,1759,0,150
1806696,15,17,1998,2,female,448,1307,855,10803,5454,40,3907,10763,1547
1754892,24,7,1989,9,female,418,1379,719,4633,2592,455,1420,4178,1172
1739198,15,22,1998,12,female,563,1767,838,4185,5807,437,1971,3748,3836
1288654,18,11,1995,3,male,361,1750,603,6455,5105,359,1529,6096,3576
2063032,19,24,1994,5,female,448,1294,271,4267,2623,473,1912,3794,711
1820513,20,8,1993,7,female,1092,1282,936,11130,8704,591,4419,10539,4285
1386285,18,15,1995,9,female,443,1567,663,5620,20704,220,9694,5400,11010
1034148,17,11,1996,8,female,499,1652,959,6267,3625,2795,2076,3472,1549
1665822,23,24,1990,2,female,508,1423,577,8205,4121,4550,2065,3655,2056
2109614,23,4,1990,2,female,473,1767,1446,3599,1827,2255,901,1344,926
1125963,15,23,1998,12,female,1168,1854,833,4981,3050,2300,1286,2681,1764
1772336,17,20,1996,3,female,1270,1458,1039,5494,4388,1400,1974,4094,2414
2185689,18,18,1995,3,female,99,1607,621,5654,6072,3823,5016,1831,1056
2142811,20,15,1993,11,female,1537,1722,1017,4501,6016,2464,1999,2037,4017
2179210,20,11,1993,12,female,370,1837,740,6916,9643,2296,6543,4620,3100
2190354,22,12,1991,12,male,762,1280,515,4442,3338,2804,2438,1638,900
1731072,21,25,1992,10,female,1263,1602,1085,8721,12938,3023,5559,5698,7379
1636713,24,20,1989,9,female,569,1371,544,6593,5944,2189,3825,4404,2119
1950549,38,22,1975,6,female,2244,1291,250,4831,3610,3446,3019,1385,591
1332241,15,22,1998,6,female,294,1789,606,4000,6212,2821,4392,1179,1820
1652225,18,17,1995,7,female,773,1274,364,3925,8398,865,4104,3060,4294
1801536,17,14,1996,10,female,270,1340,1021,4915,2496,3984,1076,931,1420
1956429,18,5,1995,5,male,541,1392,1231,4303,1704,3784,1547,519,157
2034020,18,10,1995,7,female,526,1533,422,7799,4520,7547,3534,252,986
1087168,18,12,1995,7,male,514,1557,1132,4750,2497,4504,1788,246,709
1187594,21,10,1992,11,female,1104,1388,774,4914,2192,4399,1985,515,207
1880144,23,16,1990,2,female,338,1289,897,4005,983,3946,698,59,285
1878566,29,22,1984,5,female,829,1570,1030,13692,3114,12639,2010,1053,1104
1618900,21,27,1992,4,male,267,1874,564,4080,5791,3148,3798,932,1993
2068345,22,18,1991,6,male,553,1365,793,5561,4742,5267,2195,294,2547
2033044,25,9,1988,6,female,329,1315,1003,11257,13397,8802,8506,2455,4891
1996736,18,7,1995,2,female,459,1643,570,4334,7737,3709,4781,625,2956
1554413,18,19,1995,3,female,1075,1848,850,12172,30222,10479,16944,1693,13278
2126022,39,29,1974,11,male,947,1729,589,10115,18110,9961,10735,154,7375
1999852,18,19,1995,10,female,655,1384,295,6334,1293,6294,758,40,535
1825900,32,3,1981,1,female,441,1804,366,6320,6808,6286,4659,34,2149
1115903,17,4,1996,4,male,301,1281,647,5831,3344,5831,2979,0,365
2052324,23,5,1990,12,male,427,1519,1339,3874,5216,3874,4329,0,887
1066764,23,7,1990,4,female,291,1728,660,3897,4233,3897,3899,0,334
1042399,28,29,1985,10,female,832,1314,482,5958,5595,5958,4978,0,617
1767540,29,25,1984,5,female,290,1761,72,6809,8757,6809,7905,0,852
1360671,16,25,1997,7,female,804,1987,1113,101,660,31,478,70,182
1189003,19,1,1994,1,female,583,2661,708,103,294,56,253,47,41
1078313,17,26,1996,6,female,577,4584,2196,108,682,1,390,107,292
1338883,18,5,1995,11,female,139,3080,278,106,769,59,544,47,225
2180017,17,17,1996,2,female,658,3525,1896,105,3167,39,1772,66,1395
1719894,17,13,1996,6,female,1104,4662,1391,108,2477,74,1512,34,965
1053589,19,8,1994,6,female,454,1985,519,107,9,80,1,27,8
1400630,19,24,1994,6,female,506,2749,437,106,554,94,415,12,139
1897311,18,31,1995,12,female,138,3348,480,105,285,105,275,0,10
1122188,25,15,1988,3,female,403,2095,293,109,3148,109,2434,0,714
1285799,16,27,1997,3,male,554,2344,1404,112,134,5,98,107,36
1539861,16,11,1997,11,male,644,2669,2195,111,1515,16,978,95,537
1430882,16,9,1997,4,female,685,1966,390,110,13,110,13,0,0
1804255,18,17,1995,10,female,682,3989,260,119,596,119,460,0,136
1979055,22,20,1991,4,female,1036,2014,152,118,3129,118,2865,0,264
1175550,15,23,1998,2,female,632,4475,750,120,500,39,260,81,240
2163894,17,5,1996,1,male,616,2410,1329,122,26,122,22,0,4
1286620,18,10,1995,9,female,481,2066,550,124,313,124,263,0,50
1292089,20,16,1993,6,female,1067,4607,1336,128,467,6,168,122,299
2154380,19,14,1994,7,female,1409,3441,2075,128,389,38,196,90,193
1163502,36,27,1977,9,male,2258,2561,1711,127,1893,47,1442,80,451
2138779,16,4,1997,5,female,604,2883,325,126,86,100,51,26,35
1742536,14,24,1999,8,female,246,2424,1728,128,159,128,153,0,6
1943844,24,28,1989,12,female,525,2046,521,127,266,127,211,0,55
1934998,15,27,1998,4,female,701,2043,137,135,541,135,378,0,163
1182720,19,17,1994,1,female,1101,4252,958,142,706,134,507,8,199
1383071,20,29,1993,6,male,549,2633,213,137,4959,101,2791,36,2168
1033100,17,27,1996,11,female,290,2283,420,141,1989,141,1285,0,704
2038656,17,28,1996,3,female,399,2495,765,143,3045,143,2445,0,600
1561009,18,11,1995,9,female,404,2973,979,137,240,137,220,0,20
1684159,17,22,1996,12,female,120,3504,782,147,373,144,307,3,66
1838288,20,14,1993,11,female,165,1964,99,146,1706,146,1547,0,159
1758272,22,16,1991,12,male,445,4037,1704,147,2997,147,2419,0,578
1640650,18,29,1995,7,female,1581,1940,897,156,1151,52,89,104,1062
1127838,21,21,1992,10,female,881,4767,1240,151,599,108,251,43,348
1126316,23,3,1990,10,male,314,3637,281,154,1142,112,900,42,242
1949609,27,30,1986,4,female,1416,3561,1039,151,754,151,365,0,389
1730678,19,11,1994,9,male,1561,3131,970,163,1228,17,576,146,652
1371642,15,7,1998,9,female,555,1926,613,161,570,57,176,104,394
2110108,25,26,1988,2,male,665,2396,714,163,198,163,176,0,22
1148138,18,20,1995,10,female,362,1948,297,159,776,159,644,0,132
1038541,17,8,1996,9,female,757,2600,1148,165,183,104,149,61,34
1415176,15,8,1998,12,female,593,3459,1068,166,836,56,533,110,303
1260745,19,19,1994,6,male,278,2931,725,165,470,48,267,117,203
2119798,21,4,1992,7,female,1380,3095,333,168,495,137,382,31,113
1824450,23,19,1990,10,male,272,4274,100,170,3488,169,2861,1,627
1403953,19,11,1994,11,male,519,3693,3415,170,20,170,19,0,1
1092658,17,13,1996,1,male,376,3513,359,172,208,172,193,0,15
1617593,19,6,1994,4,female,404,3529,1919,166,491,166,356,0,135
1945705,17,1,1996,1,female,882,3357,978,177,314,119,211,58,103
1439214,33,27,1980,10,male,266,4792,42,177,1052,153,639,24,413
1401648,16,25,1997,12,female,135,2107,484,177,401,177,285,0,116
2025725,17,21,1996,3,female,702,4701,1130,184,4803,47,1561,137,3242
1501174,20,10,1993,10,male,914,2434,711,184,1022,86,878,98,144
1107829,18,20,1995,6,male,452,2587,1247,184,269,167,206,17,63
1063247,19,30,1994,12,female,826,2826,552,196,1280,146,387,50,893
2007684,18,12,1995,2,female,617,4384,669,196,328,196,293,0,35
2058804,14,24,1999,2,female,404,2451,921,210,891,1,291,209,600
1166773,17,2,1996,11,male,1174,1974,1111,203,739,32,221,171,518
1137301,19,13,1994,3,female,1767,4302,754,203,1006,18,451,185,555
1769821,19,13,1994,2,female,608,4507,296,202,1185,144,702,58,483
1855389,17,10,1996,1,female,1206,3430,1039,205,1596,192,1055,13,541
1357077,21,26,1992,6,male,952,2766,1931,216,225,156,174,60,51
1718739,39,20,1974,9,male,616,2028,351,221,1087,143,357,78,730
1942093,19,5,1994,9,male,653,3623,856,215,6699,162,5111,53,1588
1166085,20,31,1993,8,female,463,4180,649,212,2001,160,982,52,1019
2040681,21,2,1992,3,female,1369,3716,596,221,1726,204,1177,17,549
1832848,23,4,1990,9,female,1627,3095,474,222,312,1,218,221,94
1112584,27,11,1986,11,male,1349,2936,2637,222,43,72,28,150,15
1398239,17,12,1996,7,female,545,2154,159,230,199,152,121,78,78
1349746,16,3,1997,9,male,197,4190,1170,230,1703,133,1339,97,364
2033463,18,24,1995,6,female,551,3014,1028,226,3037,182,1809,44,1228
1820520,18,1,1995,4,female,1263,1983,309,231,711,229,221,2,490
1255687,21,10,1992,10,male,408,1925,1410,224,99,224,57,0,42
1119831,18,25,1995,9,female,570,3475,546,233,1576,233,1456,0,120
1306533,20,1,1993,11,female,680,3273,775,228,1226,228,1011,0,215
1517807,17,30,1996,7,female,394,2590,1240,245,486,1,152,244,334
1973701,17,5,1996,9,female,1436,3299,441,236,667,16,123,220,544
1738053,18,30,1995,11,female,353,2022,1144,241,131,147,50,94,81
1692860,21,20,1992,12,female,1165,3257,501,240,2277,144,1528,96,749
1324261,19,5,1994,5,female,1554,3874,1618,243,1046,190,457,53,589
1831130,16,2,1997,3,female,624,2218,500,241,114,241,99,0,15
1541529,17,20,1996,10,female,590,2053,836,244,685,244,479,0,206
1476864,16,15,1997,7,female,313,4578,399,253,6118,10,3526,243,2592
2041740,17,19,1996,1,female,556,2302,835,249,371,145,106,104,265
1641987,19,12,1994,4,male,1440,2564,1394,248,314,88,184,160,130
2031089,16,29,1997,5,male,615,2690,860,247,607,90,368,157,239
1208589,20,8,1993,12,male,640,2141,881,251,738,179,218,72,520
1733618,17,20,1996,11,female,540,1955,987,249,54,229,25,20,29
1468499,18,15,1995,6,male,728,2609,2085,251,283,248,246,3,37
2141603,20,11,1993,5,male,517,2983,2772,253,1763,245,1544,8,219
2018614,17,16,1996,12,female,516,4282,1192,251,1115,251,665,0,450
1005698,16,14,1997,1,male,212,3869,565,252,407,252,337,0,70
1803948,34,23,1979,8,female,392,2308,242,254,1071,254,915,0,156
1054433,23,9,1990,11,female,1018,1985,251,269,1608,48,1239,221,369
2058557,15,9,1998,1,female,657,3194,1017,268,767,89,452,179,315
1014347,18,5,1995,3,male,834,3121,1721,270,1958,63,739,207,1219
1595032,18,18,1995,3,female,1031,4085,1454,274,618,272,452,2,166
1149553,23,9,1990,12,male,710,2034,1151,268,143,268,135,0,8
1533729,19,3,1994,11,female,1387,2780,551,266,818,266,741,0,77
1916745,18,10,1995,8,female,322,2382,670,276,802,276,727,0,75
2127584,16,14,1997,9,female,744,2427,1436,282,3317,15,2111,267,1206
1446210,17,22,1996,2,female,309,4540,454,290,2047,4,1279,286,768
1535023,19,9,1994,9,male,222,3847,259,278,2145,2,1447,276,698
1411015,21,21,1992,9,male,366,2251,1993,279,375,84,174,195,201
1736833,15,28,1998,4,female,613,4681,907,292,1388,69,866,223,522
1221402,19,29,1994,7,female,482,4043,2248,292,1489,74,276,218,1213
1218112,15,24,1998,7,female,215,2539,122,280,6004,255,2374,25,3630
1672753,18,2,1995,5,female,258,2017,470,279,1147,235,674,44,473
1045456,22,12,1991,5,female,1184,2223,1050,280,630,223,470,57,160
1982338,23,12,1990,12,male,826,2245,1299,285,149,285,139,0,10
2171422,16,5,1997,5,female,405,1911,566,283,2026,283,1830,0,196
1285576,21,14,1992,3,female,1054,2805,802,281,451,281,395,0,56
1000764,17,16,1996,11,female,547,2217,1638,300,172,18,81,282,91
1919096,19,12,1994,8,female,467,2640,792,302,245,9,142,293,103
1779169,15,15,1998,3,female,403,2645,290,303,559,53,480,250,79
1060916,19,15,1994,6,female,568,1923,302,297,1775,173,1210,124,565
1550592,38,21,1975,7,male,827,2542,825,305,1314,198,963,107,351
2119518,14,1,1999,5,female,225,2023,1460,296,3400,296,2162,0,1238
1799588,16,13,1997,11,female,660,4279,612,299,4278,299,3789,0,489
1422110,19,1,1994,11,female,402,4732,196,294,1893,294,1692,0,201
1667033,21,8,1992,7,male,1127,3450,2837,327,243,56,118,271,125
1508572,15,9,1998,7,female,464,2635,403,318,955,27,769,291,186
2158166,16,5,1997,3,female,1192,3817,1688,321,1428,161,939,160,489
1050760,17,17,1996,8,female,655,2722,1008,313,3144,245,2111,68,1033
1212514,17,6,1996,9,female,524,4452,454,328,548,236,264,92,284
1128708,17,16,1996,9,female,278,1915,839,346,4788,195,3351,151,1437
1965680,19,15,1994,4,female,1653,3453,627,345,9071,88,7262,257,1809
1781473,15,2,1998,3,female,449,2113,442,328,720,319,459,9,261
1283801,16,7,1997,1,female,688,2243,559,332,2931,287,1861,45,1070
1008166,16,28,1997,10,female,433,3617,927,338,9852,307,4830,31,5022
1879965,15,31,1998,12,female,575,4173,294,336,1845,336,1205,0,640
1155656,19,17,1994,8,male,647,2114,1915,368,409,11,238,357,171
2176117,15,1,1998,4,male,513,2228,660,356,1323,56,1003,300,320
1680037,19,31,1994,7,male,655,2066,1734,350,1233,1,589,349,644
1931683,18,11,1995,8,female,351,2144,178,351,501,337,187,14,314
